DEPTH,ABDCQF01,ABDCQF02,ABDCQF03,ABDCQF04,BS,CALI,DRHO,DT,DTS,GR,NBGRCFM,NPHI,PEF,RACEHM,RACELM,RD,RHOB,RM,ROP,RPCEHM,RPCELM,RT
1024.1,,,,,26.0,,,,,12.8191,,,,,,0.8075,,0.8819,60.1436,,,
1024.2,,,,,26.0,,,,,12.8964,,,,,,0.8108,,0.889,60.1969,,,
1024.3,,,,,26.0,,,,,13.1381,,,,,,0.8121,,0.9028,60.1777,,,
1024.4,,,,,26.0,,,,,11.7038,,,,,,0.8134,,0.9166,60.1585,,,
1024.5,,,,,26.0,,,,,10.0946,,,,,,0.8175,,0.9098,60.1394,,,
1024.6,,,,,26.0,,,,,10.7518,,,,,,0.8193,,0.9171,60.1583,,,
1024.7,,,,,26.0,,,,,11.819,,,,,,0.8211,,0.9245,60.1772,,,
1024.8,,,,,26.0,,,,,12.0358,,,,,,0.8259,,0.9311,60.1958,,,
1024.9,,,,,26.0,,,,,12.7195,,,,,,0.8306,,0.9377,60.1675,,,
1025.0,,,,,26.0,,,,,12.7661,,,,,,0.8322,,0.9394,60.1392,,,
1025.1,,,,,26.0,,,,,11.9585,,,,,,0.8332,,0.956,60.1109,,,
1025.2,,,,,26.0,,,,,11.6246,,,,,,0.8343,,0.9723,60.0921,,,
1025.3,,,,,26.0,,,,,11.5066,,,,,,0.8275,,0.9627,60.0733,,,
1025.4,,,,,26.0,,,,,11.3865,,,,,,0.8367,,0.9687,60.0547,,,
1025.5,,,,,26.0,,,,,11.4254,,,,,,0.8458,,0.9747,60.0735,,,
1025.6,,,,,26.0,,,,,11.4955,,,,,,0.8446,,0.9835,60.0923,,,
1025.7,,,,,26.0,,,,,11.3296,,,,,,0.8434,,0.9921,60.1181,,,
1025.8,,,,,26.0,,,,,10.7767,,,,,,0.841,,0.9779,61.3439,,,
1025.9,,,,,26.0,,,,,10.6601,,,,,,0.8386,,0.9638,62.5697,,,
1026.0,,,,,26.0,,,,,9.8718,,,,,,0.8374,,0.9578,63.7974,,,
1026.1,,,,,26.0,,,,,9.5934,,,,,,0.8362,,0.9519,65.3691,,,
1026.2,,,,,26.0,,,,,9.525,,,,,,0.8344,,0.952,66.941,,,
1026.3,,,,,26.0,,,,,9.4911,,,,,,0.8327,,0.9521,68.5121,,,
1026.4,,,,,26.0,,,,,9.2109,,,,,,0.8339,,0.9428,69.9697,,,
1026.5,,,,,26.0,,,,,8.8742,,,,,,0.8351,,0.9335,71.4274,,,
1026.6,,,,,26.0,,,,,9.2594,,,,,,0.8298,,0.922,72.8854,,,
1026.7,,,,,26.0,,,,,10.3212,,,,,,0.8245,,0.9106,74.4052,,,
1026.8,,,,,26.0,,,,,10.4351,,,,,,0.8257,,0.9115,75.925,,,
1026.9,,,,,26.0,,,,,10.39,,,,,,0.8269,,0.9123,77.4419,,,
1027.0,,,,,26.0,,,,,10.3425,,,,,,0.8236,,0.9044,78.4543,,,
1027.1,,,,,26.0,,,,,10.2262,,,,,,0.8203,,0.8964,79.4667,,,
1027.2,,,,,26.0,,,,,10.1543,,,,,,0.817,,0.8884,80.4733,,,
1027.3,,,,,26.0,,,,,10.1945,,,,,,0.8126,,0.873,80.4896,,,
1027.4,,,,,26.0,,,,,10.218,,,,,,0.8081,,0.8577,80.506,,,
1027.5,,,,,26.0,,,,,10.5181,,,,,,0.7995,,0.84,80.5222,,,
1027.6,,,,,26.0,,,,,11.2001,,,,,,0.7909,,0.8224,80.5254,,,
1027.7,,,,,26.0,,,,,11.1724,,,,,,0.7909,,0.8203,80.5287,,,
1027.8,,,,,26.0,,,,,10.8453,,,,,,0.7909,,0.8182,80.5316,,,
1027.9,,,,,26.0,,,,,10.7712,,,,,,0.7871,,0.8133,80.4723,,,
1028.0,,,,,26.0,,,,,10.6563,,,,,,0.7833,,0.8085,80.413,,,
1028.1,,,,,26.0,,,,,10.581,,,,,,0.7862,,0.8155,80.3541,,,
1028.2,,,,,26.0,,,,,10.7073,,,,,,0.7892,,0.8226,80.3705,,,
1028.3,,,,,26.0,,,,,10.8635,,,,,,0.7922,,0.8296,80.387,,,
1028.4,,,,,26.0,,,,,10.5527,,,,,,0.7929,,0.8275,80.4033,,,
1028.5,,,,,26.0,,,,,10.0536,,,,,,0.7936,,0.8254,80.4066,,,
1028.6,,,,,26.0,,,,,10.1253,,,,,,0.7927,,0.818,80.4099,,,
1028.7,,,,,26.0,,,,,10.3253,,,,,,0.7917,,0.8106,80.4133,,,
1028.8,,,,,26.0,,,,,10.3368,,,,,,0.7912,,0.8076,80.4297,,,
1028.9,,,,,26.0,,,,,9.3728,,,,,,0.7908,,0.8047,80.4462,,,
1029.0,,,,,26.0,,,,,8.8822,,,,,,0.7904,,0.8018,80.4627,,,
1029.1,,,,,26.0,,,,,9.2488,,,,,,0.7892,,0.7968,80.4795,,,
1029.2,,,,,26.0,,,,,9.505,,,,,,0.788,,0.7919,80.4964,,,
1029.3,,,,,26.0,,,,,9.6674,,,,,,0.786,,0.7926,80.5132,,,
1029.4,,,,,26.0,,,,,10.0409,,,,,,0.784,,0.7933,80.5295,,,
1029.5,,,,,26.0,,,,,10.4841,,,,,,0.7875,,0.8069,80.5458,,,
1029.6,,,,,26.0,,,,,10.4338,,,,,,0.7909,,0.8205,80.5619,,,
1029.7,,,,,26.0,,,,,10.5388,,,,,,0.7919,,0.8152,80.5651,,,
1029.8,,,,,26.0,,,,,9.1644,,,,,,0.7929,,0.81,80.5683,,,
1029.9,,,,,26.0,,,,,8.7668,,,,,,0.7927,,0.807,80.5713,,,
1030.0,,,,,26.0,,,,,9.1252,,,,,,0.7924,,0.8039,80.5119,,,
1030.1,,,,,26.0,,,,,9.4189,,,,,,0.7922,,0.8009,80.4525,,,
1030.2,,,,,26.0,,,,,9.7469,,,,,,0.792,,0.796,80.3935,,,
1030.3,,,,,26.0,,,,,10.0533,,,,,,0.7919,,0.791,80.41,,,
1030.4,,,,,26.0,,,,,9.7319,,,,,,0.792,,0.7904,80.4265,,,
1030.5,,,,,26.0,,,,,9.1037,,,,,,0.7922,,0.7897,80.4429,,,
1030.6,,,,,26.0,,,,,9.0735,,,,,,0.7923,,0.7885,80.4461,,,
1030.7,,,,,26.0,,,,,7.8277,,,,,,0.7924,,0.7872,80.4494,,,
1030.8,,,,,26.0,,,,,8.5068,,,,,,0.7924,,0.7858,80.4528,,,
1030.9,,,,,26.0,,,,,8.8217,,,,,,0.7924,,0.7845,80.4693,,,
1031.0,,,,,26.0,,,,,8.2897,,,,,,0.7924,,0.7831,80.4857,,,
1031.1,,,,,26.0,,,,,10.3454,,,,,,0.7936,,0.7838,80.5022,,,
1031.2,,,,,26.0,,,,,9.6798,,,,,,0.7949,,0.7844,80.5192,,,
1031.3,,,,,26.0,,,,,10.4185,,,,,,0.7946,,0.7869,80.5361,,,
1031.4,,,,,26.0,,,,,10.4952,,,,,,0.7944,,0.7893,80.5527,,,
1031.5,,,,,26.0,,,,,10.8361,,,,,,0.7958,,0.7924,80.4929,,,
1031.6,,,,,26.0,,,,,11.3152,,,,,,0.7827,,0.7981,80.4332,,,
1031.7,,,,,26.0,,,,,10.7277,,,,,,0.7734,,0.8027,80.3737,,,
1031.8,,,,,26.0,,,,,9.2176,,,,,,0.7679,,0.7885,80.377,,,
1031.9,,,,,26.0,,,,,9.2023,,,,,,0.7714,,0.7772,80.3803,,,
1032.0,,,,,26.0,,,,,9.5034,,,,,,0.7688,,0.7774,80.3836,,,
1032.1,,,,,26.0,,,,,9.576,,,,,,0.7643,,0.771,80.3869,,,
1032.2,,,,,26.0,,,,,9.22,,,,,,0.7641,,0.7612,80.3902,,,
1032.3,,,,,26.0,,,,,9.1581,,,,,,0.7614,,0.7487,80.3936,,,
1032.4,,,,,26.0,,,,,9.2615,,,,,,0.7587,,0.7363,80.4233,,,
1032.5,,,,,26.0,,,,,8.793,,,,,,0.7591,,0.7401,80.453,,,
1032.6,,,,,26.0,,,,,8.7739,,,,,,0.7603,,0.7429,80.4821,,,
1032.7,,,,,26.0,,,,,9.0925,,,,,,0.7591,,0.7485,80.4098,,,
1032.8,,,,,26.0,,,,,10.1245,,,,,,0.7605,,0.7482,80.3375,,,
1032.9,,,,,26.0,,,,,9.0375,,,,,,0.7617,,0.7563,80.2656,,,
1033.0,,,,,26.0,,,,,8.8491,,,,,,0.7694,,0.7681,80.282,,,
1033.1,,,,,26.0,,,,,9.5179,,,,,,0.7784,,0.7793,80.2984,,,
1033.2,,,,,26.0,,,,,12.567,,,,,,0.775,,0.7749,80.3148,,,
1033.3,,,,,26.0,,,,,12.1488,,,,,,0.7698,,0.7667,80.3506,,,
1033.4,,,,,26.0,,,,,11.1464,,,,,,0.771,,0.7725,80.3863,,,
1033.5,,,,,26.0,,,,,10.126,,,,,,0.7724,,0.7695,80.4217,,,
1033.6,,,,,26.0,,,,,9.3903,,,,,,0.7693,,0.7621,80.3847,,,
1033.7,,,,,26.0,,,,,9.172,,,,,,0.7698,,0.7604,80.3476,,,
1033.8,,,,,26.0,,,,,9.3506,,,,,,0.7702,,0.7588,80.3109,,,
1033.9,,,,,26.0,,,,,9.9114,,,,,,0.7693,,0.7649,80.3339,,,
1034.0,,,,,26.0,,,,,10.8259,,,,,,0.7686,,0.7731,80.3569,,,
1034.1,,,,,26.0,,,,,12.0598,,,,,,0.7682,,0.7779,80.38,,,
1034.2,,,,,26.0,,,,,11.2667,,,,,,0.7679,,0.7828,80.4112,,,
1034.3,,,,,26.0,,,,,10.5997,,,,,,0.7669,,0.794,80.4423,,,
1034.4,,,,,26.0,,,,,9.4225,,,,,,0.7608,,0.7832,80.4729,,,
1034.5,,,,,26.0,,,,,9.2505,,,,,,0.7601,,0.7782,80.4136,,,
1034.6,,,,,26.0,,,,,9.3436,,,,,,0.7594,,0.773,80.3542,,,
1034.7,,,,,26.0,,,,,9.5247,,,,,,0.7598,,0.7628,80.2921,,,
1034.8,,,,,26.0,,,,,9.4187,,,,,,0.7621,,0.7675,79.7778,,,
1034.9,,,,,26.0,,,,,8.1653,,,,,,0.7643,,0.7722,79.2634,,,
1035.0,,,,,26.0,,,,,8.3945,,,,,,0.7726,,0.7775,78.7552,,,
1035.1,,,,,26.0,,,,,9.4782,,,,,,0.7789,,0.8065,79.2891,,,
1035.2,,,,,26.0,,,,,9.4559,,,,,,0.7858,,0.8115,79.8231,,,
1035.3,,,,,26.0,,,,,9.4597,,,,,,0.7928,,0.8167,80.3492,,,
1035.4,,,,,26.0,,,,,9.8678,,,,,,0.8062,,0.8531,79.5206,,,
1035.5,,,,,26.0,,,,,11.2016,,,,,,0.8135,,0.8554,78.692,,,
1035.6,,,,,26.0,,,,,11.3629,,,,,,0.8209,,0.8576,77.8681,,,
1035.7,,,,,26.0,,,,,11.0518,,,,,,0.8211,,0.8591,77.8739,,,
1035.8,,,,,26.0,,,,,10.882,,,,,,0.8294,,0.8654,77.8797,,,
1035.9,,,,,26.0,,,,,11.2971,,,,,,0.842,,0.8732,77.8854,,,
1036.0,,,,,26.0,,,,,11.6005,,,,,,0.8549,,0.881,77.8613,,,
1036.1,,,,,26.0,,,,,11.0342,,,,,,0.9022,,0.8879,77.8371,,,
1036.2,,,,,26.0,,,,,10.267,,,,,,0.9384,,0.9532,77.8127,,,
1036.3,,,,,26.0,,,,,10.8964,,,,,,0.9749,,1.0191,77.7668,,,
1036.4,,,,,26.0,,,,,12.7264,,,,,,1.0516,,1.1755,77.7209,,,
1036.5,,,,,26.0,,,,,13.3016,,,,,,1.1282,,1.332,77.642,,,
1036.6,,,,,26.0,,,,,16.1039,,,,,,1.1933,,1.4879,71.8599,,,
1036.7,,,,,26.0,,,,,16.7441,,,,,,1.1734,,1.4096,66.0778,,,
1036.8,,,,,26.0,,,,,16.7073,,,,,,1.1532,,1.3311,60.2911,,,
1036.9,,,,,26.0,,,,,16.7356,,,,,,1.0904,,1.2173,53.7094,,,
1037.0,,,,,26.0,,,,,15.8143,,,,,,1.0276,,1.1037,47.1277,,,
1037.1,,,,,26.0,,,,,15.114,,,,,,0.9361,,1.0278,40.5628,,,
1037.2,,,,,26.0,,,,,13.7846,,,,,,0.9156,,1.0423,36.9214,,,
1037.3,,,,,26.0,,,,,12.0568,,,,,,0.8953,,1.0568,33.28,,,
1037.4,,,,,26.0,,,,,11.4398,,,,,,0.8894,,1.051,29.6654,,,
1037.5,,,,,26.0,,,,,9.5877,,,,,,0.8836,,1.0454,30.6913,,,
1037.6,,,,,26.0,,,,,9.4948,,,,,,0.8908,,1.0643,31.7172,,,
1037.7,,,,,26.0,,,,,10.4137,,,,,,0.8981,,1.0832,32.7434,,,
1037.8,,,,,26.0,,,,,10.7552,,,,,,0.9053,,1.102,33.8042,,,
1037.9,,,,,26.0,,,,,10.2597,,,,,,0.9083,,1.1119,34.865,,,
1038.0,,,,,26.0,,,,,9.9757,,,,,,0.9113,,1.1217,35.9257,,,
1038.1,,,,,26.0,,,,,9.9144,,,,,,0.9094,,1.131,36.9515,,,
1038.2,,,,,26.0,,,,,9.8024,,,,,,0.9074,,1.1403,37.9774,,,
1038.3,,,,,26.0,,,,,9.9789,,,,,,0.9046,,1.1411,39.0044,,,
1038.4,,,,,26.0,,,,,10.3873,,,,,,0.9017,,1.1415,40.2179,,,
1038.5,,,,,26.0,,,,,10.2641,,,,,,0.8846,,1.0846,41.4314,,,
1038.6,,,,,26.0,,,,,9.4609,,,,,,0.8677,,1.0279,42.6489,,,
1038.7,,,,,26.0,,,,,9.2506,,,,,,0.8636,,1.0142,44.5656,,,
1038.8,,,,,26.0,,,,,8.2042,,,,,,0.8595,,1.0005,46.4823,,,
1038.9,,,,,26.0,,,,,7.688,,,,,,0.8554,,0.987,48.3992,,,
1039.0,,,,,26.0,,,,,7.1286,,,,,,0.8608,,1.0064,50.3461,,,
1039.1,,,,,26.0,,,,,6.436,,,,,,0.8663,,1.0257,52.2929,,,
1039.2,,,,,26.0,,,,,7.6326,,,,,,0.8664,,1.0244,54.2358,,,
1039.3,,,,,26.0,,,,,9.5408,,,,,,0.8664,,1.023,55.4804,,,
1039.4,,,,,26.0,,,,,8.9676,,,,,,0.8576,,0.9819,56.7249,,,
1039.5,,,,,26.0,,,,,6.3597,,,,,,0.8487,,0.9408,57.9633,,,
1039.6,,,,,26.0,,,,,5.9852,,,,,,0.8354,,0.8975,58.1309,,,
1039.7,,,,,26.0,,,,,8.3645,,,,,,0.822,,0.8542,58.2986,,,
1039.8,,,,,26.0,,,,,9.6517,,,,,,0.8087,,0.811,58.4665,,,
1039.9,,,,,26.0,,,,,8.5092,,,,,,0.7842,,0.7644,58.6958,,,
1040.0,,,,,26.0,,,,,7.6461,,,,,,0.7597,,0.7179,58.9251,,,
1040.1,,,,,26.0,,,,,7.6002,,,,,,0.749,,0.6956,59.1541,,,
1040.2,,,,,26.0,,,,,7.4006,,,,,,0.7384,,0.6734,59.3264,,,
1040.3,,,,,26.0,,,,,7.6288,,,,,,0.7449,,0.6767,59.4987,,,
1040.4,,,,,26.0,,,,,8.4934,,,,,,0.7516,,0.6803,59.6697,,,
1040.5,,,,,26.0,,,,,8.9451,,,,,,0.789,,0.7264,59.6047,,,
1040.6,,,,,26.0,,,,,10.8825,,,,,,0.8263,,0.7727,59.5397,,,
1040.7,,,,,26.0,,,,,11.9212,,,,,,0.8585,,0.8724,59.4724,,,
1040.8,,,,,26.0,,,,,12.9732,,,,,,0.8906,,0.9721,59.0157,,,
1040.9,,,,,26.0,,,,,12.9695,,,,,,0.9225,,1.071,58.559,,,
1041.0,,,,,26.0,,,,,12.6104,,,,,,0.8971,,1.0512,58.1019,,,
1041.1,,,,,26.0,,,,,11.7284,,,,,,0.8717,,1.0307,57.6028,,,
1041.2,,,,,26.0,,,,,10.3103,,,,,,0.83,,0.9147,57.1037,,,
1041.3,,,,,26.0,,,,,9.8152,,,,,,0.7883,,0.7992,56.6162,,,
1041.4,,,,,26.0,,,,,8.056,,,,,,0.7783,,0.7779,58.1246,,,
1041.5,,,,,26.0,,,,,6.9596,,,,,,0.7683,,0.7567,59.6331,,,
1041.6,,,,,26.0,,,,,8.0059,,,,,,0.7664,,0.7543,61.1434,,,
1041.7,,,,,26.0,,,,,7.0773,,,,,,0.7645,,0.7519,62.9861,,,
1041.8,,,,,26.0,,,,,5.7538,,,,,,0.7626,,0.7496,64.8287,,,
1041.9,,,,,26.0,,,,,6.027,,,,,,0.7697,,0.7647,66.6714,,,
1042.0,,,,,26.0,,,,,7.0594,,,,,,0.7767,,0.7796,68.5143,,,
1042.1,,,,,26.0,,,,,6.9715,,,,,,0.7793,,0.7676,70.3571,,,
1042.2,,,,,26.0,,,,,6.6579,,,,,,0.7818,,0.7557,72.1993,,,
1042.3,,,,,26.0,,,,,6.7158,,,,,,0.7807,,0.7631,73.9302,,,
1042.4,,,,,26.0,,,,,6.5104,,,,,,0.7796,,0.7706,75.6611,,,
1042.5,,,,,26.0,,,,,6.4865,,,,,,0.7846,,0.7853,77.3839,,,
1042.6,,,,,26.0,,,,,7.7062,,,,,,0.7895,,0.8,77.7164,,,
1042.7,,,,,26.0,,,,,9.0501,,,,,,0.7944,,0.8147,78.0488,,,
1042.8,,,,,26.0,,,,,9.1558,,,,,,0.7995,,0.8365,78.3813,,,
1042.9,,,,,26.0,,,,,9.348,,,,,,0.8047,,0.8582,78.7094,,,
1043.0,,,,,26.0,,,,,9.1826,,,,,,0.8061,,0.8602,79.0376,,,
1043.1,,,,,26.0,,,,,8.8601,,,,,,0.7943,,0.834,79.3657,,,
1043.2,,,,,26.0,,,,,8.5552,,,,,,0.7782,,0.7972,79.6981,,,
1043.3,,,,,26.0,,,,,8.1268,,,,,,0.7586,,0.7512,80.0306,,,
1043.4,,,,,26.0,,,,,8.1202,,,,,,0.7464,,0.7277,80.3613,,,
1043.5,,,,,26.0,,,,,7.4917,,,,,,0.7498,,0.7495,80.4004,,,
1043.6,,,,,26.0,,,,,7.6391,,,,,,0.7487,,0.7837,80.4396,,,
1043.7,,,,,26.0,,,,,7.7432,,,,,,0.7507,,0.7865,80.4786,,,
1043.8,,,,,26.0,,,,,7.0049,,,,,,0.7507,,0.7693,80.4817,,,
1043.9,,,,,26.0,,,,,6.326,,,,,,0.7494,,0.7425,80.4848,,,
1044.0,,,,,26.0,,,,,6.168,,,,,,0.7434,,0.7197,80.4882,,,
1044.1,,,,,26.0,,,,,6.3913,,,,,,0.7407,,0.7073,80.5322,,,
1044.2,,,,,26.0,,,,,7.2059,,,,,,0.7404,,0.717,80.5765,,,
1044.3,,,,,26.0,,,,,7.595,,,,,,0.7414,,0.7144,80.6201,,,
1044.4,,,,,26.0,,,,,6.6932,,,,,,0.7434,,0.7238,80.5871,,,
1044.5,,,,,26.0,,,,,7.4097,,,,,,0.7457,,0.7304,80.554,,,
1044.6,,,,,26.0,,,,,8.1625,,,,,,0.7448,,0.7388,80.521,,,
1044.7,,,,,26.0,,,,,8.7714,,,,,,0.7478,,0.7505,80.4879,,,
1044.8,,,,,26.0,,,,,9.36,,,,,,0.7427,,0.7505,80.4549,,,
1044.9,,,,,26.0,,,,,9.91,,,,,,0.7371,,0.7336,80.4223,,,
1045.0,,,,,26.0,,,,,9.6373,,,,,,0.7325,,0.7215,80.4663,,,
1045.1,,,,,26.0,,,,,8.3726,,,,,,0.7334,,0.7155,80.5103,,,
1045.2,,,,,26.0,,,,,8.315,,,,,,0.7154,,0.6776,80.554,,,
1045.3,,,,,26.0,,,,,9.8809,,,,,,0.7165,,0.6733,80.5572,,,
1045.4,,,,,26.0,,,,,11.9308,,,,,,0.7165,,0.6702,80.5603,,,
1045.5,,,,,26.0,,,,,10.5229,,,,,,0.7164,,0.6669,80.5635,,,
1045.6,,,,,26.0,,,,,11.1459,,,,,,0.6934,,0.6221,80.5667,,,
1045.7,,,,,26.0,,,,,9.831,,,,,,0.6832,,0.6119,80.5698,,,
1045.8,,,,,26.0,,,,,8.3238,,,,,,0.6861,,0.6221,80.573,,,
1045.9,,,,,26.0,,,,,7.1507,,,,,,0.6976,,0.6457,80.5761,,,
1046.0,,,,,26.0,,,,,6.6504,,,,,,0.7127,,0.6564,80.5793,,,
1046.1,,,,,26.0,,,,,7.7287,,,,,,0.7233,,0.6564,80.5822,,,
1046.2,,,,,26.0,,,,,7.5389,,,,,,0.7386,,0.6609,80.5538,,,
1046.3,,,,,26.0,,,,,7.7012,,,,,,0.754,,0.6658,80.5255,,,
1046.4,,,,,26.0,,,,,10.6618,,,,,,0.7956,,0.7332,80.4974,,,
1046.5,,,,,26.0,,,,,12.1645,,,,,,0.8885,,0.9427,80.5107,,,
1046.6,,,,,26.0,,,,,16.8643,,,,,,1.0195,,1.2984,80.524,,,
1046.7,,,,,26.0,,,,,18.9185,,,,,,1.1061,,1.4618,80.5369,,,
1046.8,,,,,26.0,,,,,18.4736,,,,,,1.0779,,1.2983,80.4878,,,
1046.9,,,,,26.0,,,,,17.0316,,,,,,0.9887,,1.1332,80.4387,,,
1047.0,,,,,26.0,,,,,15.1208,,,,,,0.912,,0.965,80.32,,,
1047.1,,,,,26.0,,,,,12.8231,,,,,,0.8719,,0.8829,68.1907,,,
1047.2,,,,,26.0,,,,,9.9068,,,,,,0.8645,,0.8785,56.0614,,,
1047.3,,,,,26.0,,,,,7.8203,,,,,,0.8571,,0.8743,43.9675,,,
1047.4,,,,,26.0,,,,,9.5682,,,,,,0.8607,,0.9113,37.9768,,,
1047.5,,,,,26.0,,,,,9.1895,,,,,,0.8664,,0.9272,31.9861,,,
1047.6,,,,,26.0,,,,,9.3777,,,,,,0.8903,,1.0103,26.0352,,,
1047.7,,,,,26.0,,,,,8.8578,,,,,,0.8878,,1.047,26.9499,,,
1047.8,,,,,26.0,,,,,7.9705,,,,,,0.8979,,1.0737,27.8647,,,
1047.9,,,,,26.0,,,,,7.2978,,,,,,0.8973,,1.0865,28.7829,,,
1048.0,,,,,26.0,,,,,7.6188,,,,,,0.8926,,1.0845,30.3145,,,
1048.1,,,,,26.0,,,,,7.2548,,,,,,0.8903,,1.0816,31.8461,,,
1048.2,,,,,26.0,,,,,5.7383,,,,,,0.8878,,1.0782,33.3752,,,
1048.3,,,,,26.0,,,,,4.8374,,,,,,0.8663,,0.9854,34.4766,,,
1048.4,,,,,26.0,,,,,5.3732,,,,,,0.8733,,1.0263,35.5781,,,
1048.5,,,,,26.0,,,,,5.676,,,,,,0.8678,,1.0143,36.6766,,,
1048.6,,,,,26.0,,,,,6.1044,,,,,,0.8837,,1.062,37.2615,,,
1048.7,,,,,26.0,,,,,6.7034,,,,,,0.8977,,1.1487,37.8464,,,
1048.8,,,,,26.0,,,,,7.2547,,,,,,0.9156,,1.1518,38.4291,,,
1048.9,,,,,26.0,,,,,7.8731,,,,,,0.9211,,1.1673,38.6534,,,
1049.0,,,,,26.0,,,,,8.6448,,,,,,0.9266,,1.1827,38.8776,,,
1049.1,,,,,26.0,,,,,9.9275,,,,,,0.9294,,1.1695,39.1018,,,
1049.2,,,,,26.0,,,,,8.4623,,,,,,0.9226,,1.1407,39.3261,,,
1049.3,,,,,26.0,,,,,7.576,,,,,,0.9159,,1.112,39.5503,,,
1049.4,,,,,26.0,,,,,8.2617,,,,,,0.9107,,1.092,39.7794,,,
1049.5,,,,,26.0,,,,,7.269,,,,,,0.9056,,1.0723,40.8373,,,
1049.6,,,,,26.0,,,,,5.1054,,,,,,0.9098,,1.0922,41.8953,,,
1049.7,,,,,26.0,,,,,6.6339,,,,,,0.9101,,1.1155,42.9517,,,
1049.8,,,,,26.0,,,,,7.8462,,,,,,0.9085,,1.1231,43.7466,,,
1049.9,,,,,26.0,,,,,9.5663,,,,,,0.9162,,1.1238,44.5414,,,
1050.0,,,,,26.0,,,,,9.6976,,,,,,0.908,,1.0876,45.336,,,
1050.1,,,,,26.0,,,,,8.956,,,,,,0.8966,,1.0363,46.08,,,
1050.2,,,,,26.0,,,,,8.3367,,,,,,0.8851,,0.9848,46.824,,,
1050.3,,,,,26.0,,,,,7.8696,,,,,,0.8506,,0.8937,47.568,,,
1050.4,,,,,26.0,,,,,7.9587,,,,,,0.8348,,0.8477,48.3111,,,
1050.5,,,,,26.0,,,,,7.7144,,,,,,0.8188,,0.8018,49.0542,,,
1050.6,,,,,26.0,,,,,7.0131,,,,,,0.7771,,0.7523,49.794,,,
1050.7,,,,,26.0,,,,,7.5688,,,,,,0.7624,,0.7269,49.9923,,,
1050.8,,,,,26.0,,,,,8.4701,,,,,,0.7477,,0.7015,50.1906,,,
1050.9,,,,,26.0,,,,,8.187,,,,,,0.7357,,0.6844,50.3874,,,
1051.0,,,,,26.0,,,,,7.4318,,,,,,0.7239,,0.6673,50.3435,,,
1051.1,,,,,26.0,,,,,7.8088,,,,,,0.7191,,0.65,50.2996,,,
1051.2,,,,,26.0,,,,,9.2668,,,,,,0.7207,,0.6517,50.256,,,
1051.3,,,,,26.0,,,,,8.0075,,,,,,0.7225,,0.6536,50.2571,,,
1051.4,,,,,26.0,,,,,7.1924,,,,,,0.7329,,0.6717,50.2583,,,
1051.5,,,,,26.0,,,,,7.309,,,,,,0.7434,,0.6899,50.2615,,,
1051.6,,,,,26.0,,,,,6.6554,,,,,,0.7696,,0.7351,50.6044,,,
1051.7,,,,,26.0,,,,,5.7952,,,,,,0.7846,,0.7615,50.9472,,,
1051.8,,,,,26.0,,,,,5.4367,,,,,,0.7995,,0.7879,51.2939,,,
1051.9,,,,,26.0,,,,,5.1554,,,,,,0.8172,,0.821,52.3265,,,
1052.0,,,,,26.0,,,,,4.8958,,,,,,0.8349,,0.8543,53.359,,,
1052.1,,,,,26.0,,,,,5.2555,,,,,,0.8521,,0.9237,54.3917,,,
1052.2,,,,,26.0,,,,,5.4949,,,,,,0.8525,,0.9148,55.4262,,,
1052.3,,,,,26.0,,,,,6.0609,,,,,,0.8528,,0.9057,56.4607,,,
1052.4,,,,,26.0,,,,,6.0397,,,,,,0.8343,,0.8679,57.494,,,
1052.5,,,,,26.0,,,,,5.2694,,,,,,0.8158,,0.83,58.3527,,,
1052.6,,,,,26.0,,,,,5.3017,,,,,,0.7966,,0.7903,59.2114,,,
1052.7,,,,,26.0,,,,,5.8005,,,,,,0.7923,,0.7885,60.069,,,
1052.8,,,,,26.0,,,,,5.5597,,,,,,0.788,,0.7865,60.7232,,,
1052.9,,,,,26.0,,,,,5.3439,,,,,,0.7804,,0.7732,61.3773,,,
1053.0,,,,,26.0,,,,,5.5266,,,,,,0.7729,,0.76,62.039,,,
1053.1,,,,,26.0,,,,,5.6642,,,,,,0.7715,,0.7613,64.0172,,,
1053.2,,,,,26.0,,,,,6.0077,,,,,,0.7702,,0.7626,65.9953,,,
1053.3,,,,,26.0,,,,,6.6737,,,,,,0.769,,0.7643,67.9726,,,
1053.4,,,,,26.0,,,,,6.4326,,,,,,0.8065,,0.8339,69.7934,,,
1053.5,,,,,26.0,,,,,6.8962,,,,,,0.813,,0.8537,71.6142,,,
1053.6,,,,,26.0,,,,,7.296,,,,,,0.8195,,0.8734,73.4303,,,
1053.7,,,,,26.0,,,,,7.1531,,,,,,0.8134,,0.8511,74.4214,,,
1053.8,,,,,26.0,,,,,6.8971,,,,,,0.8049,,0.8247,75.4126,,,
1053.9,,,,,26.0,,,,,6.5043,,,,,,0.8033,,0.8057,76.4013,,,
1054.0,,,,,26.0,,,,,6.712,,,,,,0.8044,,0.8022,76.9665,,,
1054.1,,,,,26.0,,,,,6.7396,,,,,,0.8037,,0.8107,77.5316,,,
1054.2,,,,,26.0,,,,,7.0003,,,,,,0.8062,,0.8272,78.0937,,,
1054.3,,,,,26.0,,,,,6.9353,,,,,,0.8075,,0.8405,78.1278,,,
1054.4,,,,,26.0,,,,,6.6818,,,,,,0.8093,,0.8552,78.162,,,
